utterance_id	speaker_id	target_id	utterance_text
270	P00264	P00136	Sr. Presidente, em nome do Grupo Parlamentar do Bloco de Esquerda, também quero associar-me à homenagem que o Sr. Presidente já aqui fez ao Sr. Deputado Octávio Teixeira. Devo dizer que o Grupo Parlamentar do Bloco de Esquerda teve sempre uma enorme admiração pela sua contribuição rigorosa, pela forma como interveio a vários níveis nos debates parlamentares e nas comissões e, ainda mais do que isto — se bem que esse rigor e a qualidade que emprestou às suas intervenções seja importantíssimo —, a lealdade, o procedimento sério e correcto, que para todos nós e para mim em particular foi um aprendizado, o enorme espírito de abertura de diálogo político e a fraternidade pessoal, que eu gostaria de sublinhar. Também nós queremos desejar-lhe as maiores felicidades políticas, profissionais e pessoais.
271	P00001	P00002	Tem a palavra o Sr. Secretário de Estado dos Assuntos Parlamentares.
272	P00138	P00136	Sr. Presidente, Srs. Deputados, Sr. Deputado Octávio Teixeira, julgo que não muitos se podem gabar de não apenas receber mas de merecer elogios como aqueles que ficam hoje registados no Diário da Assembleia da República, e ficam bem. São elogios justos e não deixa de ser notável que eles sejam possíveis e possam ser sinceros, vindos tanto da boca de amigos como da boca de adversários. Quando isso se consegue em termos parlamentares está realizado um dos grandes objectivos da instituição parlamentar, na sua abrangência e na sua riqueza, diversidade e lealdade. Em nome do Governo, gostaria de dizer, sinceramente — e faço-o também no plano pessoal —, que partilhamos esse louvor e que o fazemos em toda a dimensão. O Sr. Deputado Octávio Teixeira teve, designadamente, um relacionamento institucional e político impecável com o Governo, tanto na divergência como no consenso, sabendo distinguir entre uma coisa e outra, o que é uma qualidade rara. Olho para o Sr. Deputado Octávio Teixeira e sou absolutamente incapaz, Srs. Deputados, de ver um ponto final. Não é disto que se trata, felizmente para ele e para nós, e por isso vou limitar-me, em nome do Governo e em nome pessoal, por um lado, a desejar-lhe boa sorte e, por outro, a dizer-lhe, simplesmente e como sempre: «Até amanhã, Sr. Deputado Octávio Teixeira».
273	P00001	P00002	Tem a palavra o Sr. Deputado Octávio Teixeira.
274	P00136	P00002	Sr. Presidente, serei bastante breve, mas, face a este conjunto de declarações que aqui foram feitas, não posso ficar calado. Quero desde já agradecer, também com toda a sinceridade, o que o Sr. Presidente e todos os colegas que a mim
275	P00001	P00002	Srs. Deputados, alterando um pouco a ordem habitual das coisas, até porque estamos todos ansiosos por usufruir do nosso justificado direito ao repouso, o Sr. Secretário da Mesa vai dar conta dos relatórios e pareceres da Comissão de Ética.
276	P00519	P00002	Sr. Presidente e Srs. Deputados, a solicitação do Tribunal das Varas de Competência Mista de Guimarães, processo n.º 402/00, a Comissão de Ética decidiu emitir parecer no sentido de autorizar o Sr. Deputado Eugénio Marinho (PSD) a prestar depoimento, como testemunha, no âmbito dos autos em referência, em audiência marcada para o próximo dia 24 de Outubro de 2001, pelas 10 horas.
277	P00001	P00002	Srs. Deputados, está em apreciação. Pausa. Não havendo objecções, vamos votar o parecer. Submetido à votação, foi aprovado por unanimidade.
278	P00519	P00002	Sr. Presidente e Srs. Deputados, a solicitação do Tribunal Criminal da Comarca de Lisboa — 4.º Juízo, 3.ª Secção —, processo n.º 133/01 (10.501/97.OTD.LSB), a Comissão de Ética decidiu emitir parecer no sentido dar assentimento a que Sua Excelência o Presidente da Assembleia da República, Dr. Almeida Santos, preste depoimento, por escrito, como testemunha, no âmbito dos autos em referência.
279	P00001	P00002	Srs. Deputados, está em apreciação. Pausa. Visto não haver pedidos de palavra, vamos votar o parecer. Submetido à votação, foi aprovado por unanimidade.
280	P00519	P00002	Sr. Presidente e Srs. Deputados, de acordo com o solicitado pela Guarda Nacional Republicana — Brigada de Trânsito — Secção de Justiça, processo disciplinar n.º 01/32/01, a Comissão de Ética decidiu emitir parecer no sentido de autorizar o Sr. Deputado Correia de Jesus (PSD) a prestar depoimento, por escrito, como testemunha, no âmbito dos autos em referência.
281	P00001	P00002	Srs. Deputados, está em apreciação. Pausa. Não havendo objecções, vamos passar à votação do parecer. Submetido à votação, foi aprovado por unanimidade.
282	P00519	P00002	Sr. Presidente e Srs. Deputados, de acordo com o solicitado pela Guarda Nacional Republicana — Brigada de Trânsito — Secção de Justiça, processo disciplinar n.º 01/32/01, a Comissão de Ética decidiu emitir parecer no sentido de autorizar o Sr. Deputado João Amaral (PCP) a prestar depoimento, por escrito, como testemunha, no âmbito dos autos em referência.
283	P00001	P00002	Srs. Deputados, está em apreciação. Pausa. Visto não haver pedidos de palavra, vamos proceder à votação do parecer. Submetido à votação, foi aprovado por unanimidade.
284	P00519	P00002	Sr. Presidente e Srs. Deputados, a solicitação do Tribunal Judicial da Comarca de Loulé, processo n.º 246/99.2TALLE — 1.º Juízo Criminal, a Comissão de Ética decidiu emitir parecer no sentido de autorizar o Sr. Deputado António Galamba (PS) a ser constituído como arguido e a prestar declarações, por escrito, no âmbito dos autos em referência.
285	P00001	P00002	Srs. Deputados, está em apreciação. Pausa. Não havendo objecções, vamos votar o parecer. Submetido à votação, foi aprovado por unanimidade. Srs. Deputados, terminámos o período de antes da ordem do dia. Eram 18 horas e 40 minutos. ORDEM DO DIA
286	P00001	P00002	Srs. Deputados, vamos dar início às votações regimentais. Assim, vamos votar a autorização ao acesso à transcrição de depoimentos prestados perante a Comissão de Inquérito Parlamentar para Apreciação dos Actos do Governo Referentes à Participação da Eni e Iberdrola no Capital da GALP, SGPS (inquérito parlamentar n.º 5/VIII). Submetida à votação, foi aprovada por unanimidade. Srs. Deputados, passamos à votação da autorização ao acesso à transcrição de depoimentos prestados perante a Comissão Parlamentar de Inquérito aos Actos do Governo e da Administração no Processo da Fundação para a Prevenção e Segurança (inquérito parlamentar n.º 7/VIII). Submetida à votação, foi aprovada por unanimidade. Srs. Deputados, vamos votar o texto final, apresentado pela Comissão de Educação, Ciência e Cultura, relativo aos projectos de resolução n.os 110/VIII — Em defesa do ensino e divulgação da língua e da cultura portuguesas no estrangeiro (PSD) e 128/VIII — Por uma verdadeira política de defesa e promoção do ensino da língua e cultura portuguesas no estrangeiro (PCP) e à proposta de substituição, apresentada pelo PS, de fusão daqueles dois diplomas. Submetido à votação, foi aprovado por unanimidade. Vamos proceder à votação final global do texto final, apresentado pela Comissão de Educação, Ciência e Cultura, relativo à proposta n.º 39/VIII — Estabelece as bases da política e do regime de protecção e valorização do património cultural. Submetido à votação, foi aprovado, com votos a favor do PS, do CDS-PP e do BE, votos contra do PCP e de Os Verdes e a abstenção do PSD. Srs. Deputados, ainda em votação final global, vamos votar o texto final, apresentado pela Comissão de Trabalho, Solidariedade e Segurança Social, relativo aos projectos de lei n.os 340/VIII — Estabelece o estatuto legal da carreira de mediador cultural (BE) e 393/VIII — Estabelece o estatuto legal do mediador sociocultural (PS). Submetido à votação, foi aprovado, com votos a favor do PS e abstenções do PSD, do PCP, do CDS-PP, de Os Verdes e do BE.
287	P00264	P00001	Sr. Presidente, peço a palavra.
288	P00001	P00264	Faça favor, Sr. Deputado.
289	P00264	P00001	Sr. Presidente, é para anunciar que entregaremos uma declaração de voto.
290	P00001	P00002	Fica registado, Sr. Deputado. Srs. Deputados, temos para votar, na especialidade, o texto de substituição, apresentado pela Comissão de Defesa Nacional, relativo à proposta de lei n.º 71/VIII — Altera o artigo 31.º e adita os artigos 31.º-A a 31.º-F da Lei n.º 29/82, de 11 de Dezembro (Lei da Defesa Nacional e das Forças Armadas) e aos projectos de lei n.os 14/VIII — Altera o regime de exercício de direitos pelos militares (alteração do artigo 31.º da Lei de Defesa Nacional (PCP), 394/VIII — Altera a Lei de Defesa Nacional e das Forças Armadas (CDS-PP), 428/VIII — Capacidade eleitoral dos militares e agentes militarizados dos quadros permanentes em efectividade de serviço e exercício dos cargos políticos para que sejam eleitos (PSD), 429/VIII — Alteração do artigo 31.º da Lei de Defesa Nacional e das Forças Armadas (PSD) e 430/VIII — Associativismo militar (PSD). Srs. Deputados, está em discussão o artigo 1.º do texto de substituição que altera o artigo 31.º da Lei n.º 29/82, de 11 de Dezembro.
291	P00107	P00001	Sr. Presidente, peço a palavra.
292	P00001	P00107	Para que efeito, Sr. Deputado?
293	P00107	P00001	Sr. Presidente, quero pedir a palavra para uma intervenção, mas, antes disso, gostaria de clarificar um aspecto acerca deste debate. Sr. Presidente, uma vez que o texto de substituição, apresentado pela Comissão de Defesa Nacional, relativo ao projecto de lei n.º 430/VIII — Associativismo militar (PSD) reporta-se não só à iniciativa do PSD mas também ao texto de substituição que o Sr. Presidente acabou de referir, penso que a discussão na especialidade deverá ser conjunta.
294	P00001	P00002	Muito bem, Sr. Deputado. Faremos, depois, a votação em separado. Visto não haver objecções, vamos proceder à discussão conjunta, na especialidade, do texto de substituição, apresentado pela Comissão de Defesa Nacional, relativo à proposta de lei n.º 71/VIII e aos projectos de lei n.os 14/VIII, 394/VIII, 428/VIII, 429/VIII e 430/VIII e do texto de substituição, apresentado pela Comissão de Defesa Nacional, relativo ao projecto de lei n.º 430/VIII — Associativismo militar (PSD). Sendo assim, peço aos Srs. Deputados que usem da palavra por um período de tempo limitado, que cada grupo parlamentar não ultrapasse os 5 minutos, embora com uma margem de tolerância, se for caso disso. Para uma intervenção, tem a palavra o Sr. Deputado Marques Júnior.
295	P00150	P00002	Sr. Presidente, Srs. Deputados: As iniciativas legislativas que estamos a apreciar e que iremos votar vêm pôr termo a um período de cerca de 20 anos em que os militares viram os seus direitos restringidos para além dos limites do razoável. O artigo 31.º da Lei de Defesa Nacional e das Forças Armadas, que data de 1982, correspondeu, quase poderíamos dizer, a uma revanche contra os militares em geral, mas querendo, obviamente, atingir em especial os militares do 25 de Abril. Contra esta disposição legislativa levanta-
296	P00001	P00002	Tem a palavra o Sr. Deputado João Amaral.
297	P00107	P00002	Sr. Presidente, Srs. Deputados, Sr. Secretário de Estado dos Assuntos Parlamentares: Ao fim de 19 anos de tabu, o artigo 31.º da Lei de Defesa Nacional e das Forças Armadas é finalmente alterado. Nestes 19 anos, ocorreram três leis de revisão constitucional e houve profundas alterações do regime jurídico em todos os campos do direito, incluindo na legislação militar, com a aprovação de duas leis de serviço militar, da chamada «lei dos coronéis», da Lei Orgânica de Bases da Organização das Forças Armadas (LOBOFA), da lei de mobilização, da lei da objecção de consciência, etc. Só o artigo 31.º e o seu drástico regime de limitação e esvaziamento dos direitos dos militares se manteve inalterável como um bloco de betão. Isto apesar das profundas mudanças ocorridas, nestes 19 anos, no relacionamento dos militares com a sociedade e o poder político; apesar da rápida evolução conceptual que ocorria por toda a Europa quanto aos direitos dos militares (evolução traduzida, por exemplo, na aprovação, no Parlamento Europeu e na Assembleia Parlamentar do Conselho da Europa, de resoluções a reconhecerem o direito de associação profissional); apesar de uma prática internacional também em acelerada evolução, como bem o demonstra a existência e o reconhecimento das associações europeias de associações de militares e da EUROMIL; apesar, finalmente, de uma prática nacional, com a existência e actividade de associações, afirmando-se com representatividade crescente e com crescente capacidade de diálogo com o poder político. É devida aqui uma palavra de especial saudação às associações militares — Associação de Oficiais das Forças Armadas (AOFA), Associação dos Militares na Reserva e Reforma (ASMIR), Associação Nacional de Sargentos (ANS), Associação Nacional de Contratados do Exército (ANCE), Associação de Praças da Armada (APA) e Associação Nacional dos Militarizados da Marinha (ANMM) — não só pelo papel que representam hoje na defesa dos direitos e interesses sociais e profissionais dos militares e militarizados mas pela demonstração prática que fizeram, ao longo deste anos, de maturidade, de sentido das responsabilidades, de não interferência na cadeia de comando, de defesa activa da dignidade e coesão da instituição militar e dos militares que a integram. Contra os que falavam em caos, em indisciplina e, à velha maneira, em subversão, as associações de militares responderam com serenidade, respeito, defesa da legalidade e cultivo dos valores militares. A situação que se vivia era absurda e democraticamente insustentável; era absurda porque as associações não reconhecidas legalmente eram ouvidas e dialogavam com todos os órgãos de poder político, e eram insustentável democraticamente porque esse diálogo variava com os humores e o feitio de cada ministro. Ora, como nos últimos sete anos houve sete ministros, passou-se o que não se pode passar em democracia: as associações passavam rapidamente da situação de serem «levadas ao colo» para objecto de processos disciplinares. É o arbítrio, e o arbítrio não é democrático! Há 10 anos, desde a VI Legislatura, que o PCP apresenta sucessivos projectos para alterar esta situação. Há 10 anos que denunciamos o arbítrio e a visão retrógrada que faziam manter o artigo 31.º. No final da Legislatura passada, o PS concordou com a necessidade de alterar o artigo
298	P00001	P00250	O Sr. Deputado beneficiou de mais 2 minutos que lhe foram cedidos pelo Grupo Parlamentar do Partido Ecologista «Os Verdes». Assim, o Grupo Parlamentar do Partido Ecologista «Os Verdes» ficou praticamente sem tempo para a Sr.ª Deputada Isabel Castro poder intervir no debate. Pergunto à Sr.ª Deputada se ainda deseja usar da palavra.
299	P00250	P00001	Prescindo, Sr. Presidente.
300	P00001	P00002	Sendo assim, tem a palavra o Sr. Deputado João Rebelo.
301	P00236	P00002	Sr. Presidente, vou tentar ser mais breve do que o Deputado João Amaral.
302	P00532	P00002	Sr. Presidente, Srs. Deputados: A Lei de Defesa Nacional e das Forças Armadas, aprovada em 1982, representou, na altura, um marco decisivo na consolidação do nosso Estado democrático e na subordinação das Forças Armadas ao poder político. Decorridos quase 20 anos da entrada em vigor desta lei, o PSD entende que os desafios actualmente colocados à sociedade portuguesa exigem uma nova lei de defesa nacional, que acolha, nos seus grandes princípios orientadores, as novas responsabilidades do Estado português no contexto internacional actual. Novas responsabilidades que justificam propostas inovadoras, mais densas e substanciais. Havia, no entanto — e todos o reconhecemos nesta Câmara —, premência na introdução de aperfeiçoamentos e actualizações ao regime de exercício dos direitos dos militares, tendo em vista garantir, desde já, o gozo dos direitos fundamentais cuja restrição se não fundamenta na estrita medida das exigências das suas próprias funções. Foi neste contexto que o Grupo Parlamentar do PSD teve o impulso legislativo de apresentar projectos quanto à alteração do artigo 31.º, da capacidade eleitoral passiva e do associativismo militar. Num esforço, que quero aqui realçar, de amplo consenso em sede de Comissão de Defesa Nacional, para o qual contribuíram as várias associações militares — das quais saliento a ASMIR, a Associação Nacional de Sargentos, a Associação de Oficiais das Forças Armadas, a Associação de Praças da Armada e a Associação Nacional dos Militarizados da Marinha —, chegámos a um texto que acolhe, em termos de capacidade eleitoral passiva e de direito de associações profissionais, aquilo que de melhor há e se pode alcançar. Estamos, no PSD, orgulhosos de ter contribuído decisivamente para, com as nossas ideias e sugestões, uma visão de Forças Armadas modernas. Como todos acabámos de dizer, julgo que o texto que vamos aprovar contribuiu para o prestígio da instituição militar e, permitam-me que o diga, também para o prestígio da instituição parlamentar.
303	P00001	P00002	Tem a palavra o Sr. Secretário de Estado dos Assuntos Parlamentares.
304	P00138	P00002	Sr. Presidente, Srs. Deputados: Pedi a palavra tão-só para saudar o trabalho feito pelos Srs. Deputados e recordar que o Governo se empenhou profundamente no êxito desse trabalho, para o que, aliás, apresentou a proposta de lei n.º 71/VIII, um dos diplomas que, sem dúvida alguma, estive na base do articulado que agora será apro-
305	P00001	P00002	Srs. Deputados, terminada a discussão na especialidade, vamos passar à votação, na especialidade, do texto de substituição, apresentado pela Comissão de Defesa Nacional, relativo à proposta de lei n.º 71/VIII e aos projectos de lei n.os 14/VIII, 394/VIII, 428/VIII, 429/VIII e 430/VIII. Vamos votar o artigo 31.º da Lei n.º 29/82, de 11 de Dezembro, constante do artigo 1.º do texto de substituição.
306	P00107	P00001	Sr. Presidente, peço que o n.º 4 do artigo 31.º seja votado em separado.
307	P00001	P00002	Se todos estiverem de acordo, vamos votar, em conjunto, os n.os 1, 2 e 3 do artigo 31.º da Lei n.º 29/82, de 11 de Dezembro, constantes do artigo 1.º do texto de substituição. Submetidos à votação, foram aprovados por unanimidade. Vamos agora votar o n.º 4 do mesmo artigo, constante do artigo 1.º do texto de substituição. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e votos contra do PCP, de Os Verdes e do BE. Vamos agora votar o artigo 31.º-A que é aditado à Lei n.º 29/82, constante do artigo 2.º do texto de substituição. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e votos contra do PCP, de Os Verdes e do BE. Vamos agora votar o artigo 31.º-B que é aditado à Lei n.º 29/82, constante do artigo 2.º do texto de substituição.
308	P00107	P00001	Sr. Presidente, peço que sejam votados em conjunto os n.os 1 e 2 e, em separado, o n.º 3.
309	P00001	P00002	Muito bem. Vamos, então, votar os n.os 1 e 2 do artigo 31.º-B. Submetidos à votação, foram aprovados por unanimidade. Vamos votar o n.º 3 do artigo 31.º-B. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e votos contra do PCP, de Os Verdes e do BE. Vamos agora votar o artigo 31.º-C que é aditado à Lei n.º 29/82, constante do artigo 2.º do texto de substituição. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e abstenções do PCP, de Os Verdes e do BE. Vamos votar o artigo 31.º-D que é aditado à Lei n.º 29/82, constante do artigo 2.º do texto de substituição. Submetido à votação, foi aprovado por unanimidade. Srs. Deputados, o n.º 2 do artigo 31.º-D, em todo o caso, será objecto de uma votação de uma outra lei, que vamos votar em separado. Vamos agora votar o artigo 31.º-E que é aditado à Lei n.º 29/82, constante do artigo 2.º do texto de substituição. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e votos contra do PCP, de Os Verdes e do BE. Vamos votar o artigo 31.º-F que é aditado à Lei n.º 29/82, constante do artigo 2.º do texto de substituição. Submetido à votação, foi aprovado por unanimidade. Terminada a votação do artigo 2.º do texto de substituição, vamos votar o artigo 3.º do mesmo texto.
310	P00107	P00001	Sr. Presidente, peço a palavra.
311	P00001	P00107	Tem a palavra, Sr. Deputado.
312	P00107	P00001	Sr. Presidente, relativamente ao texto de substituição em votação, que tem quatro artigos, peço que seja votado em separado o artigo 3.º.
313	P00001	P00002	Muito bem, Sr. Deputado João Amaral. Srs. Deputados, vamos, então, votar, na especialidade, os artigos 1.º, 2.º e 4.º do texto de substituição atrás mencionado. Submetidos à votação, foram aprovados por unanimidade. Vamos votar o artigo 3.º deste texto de substituição. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e votos contra do PCP, de Os Verdes e do BE. Passamos agora à votação final global do texto de substituição, apresentado pela Comissão de Defesa Nacional, relativo ao projecto de lei n.º 430/VIII — Associativismo militar (PSD). Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e abstenções do PCP, de Os Verdes e do BE.
314	P00150	P00001	Sr. Presidente, peço a palavra.
315	P00001	P00150	Para que efeito, Sr. Deputado?
316	P00150	P00001	Sr. Presidente, peço imensa desculpa, pois provavelmente o que vou dizer é desnecessário, mas, relativamente à votação dos dois últimos textos de substituição, o Sr. Presidente disse qual era o sentido das votações mas não sublinhou – e eu sugeria que isso fosse feito – que ambos foram aprovados por dois terços e que, portanto, as leis foram aprovadas.
317	P00001	P00002	Va de soi, Sr. Deputado! Se o PS e o PSD, além do mais ainda com os votos do CDS, votaram a favor, va de soi, não é preciso dizê-lo. Srs. Deputados, vamos agora proceder à votação final global do texto final, apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, relativo à proposta de lei n.º 76/VIII — Altera o Decreto-Lei n.º 275-A/2000, de 9 de Novembro (Lei Orgânica da Polícia Judiciária). Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e abstenções do PCP, de Os Verdes e do BE. Vamos proceder à votação final global do texto final, apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, relativo ao projecto de lei n.º 382/VIII — Alarga a possibilidade de voto antecipado nas leis eleitorais à Assembleia da República, Presidente da República e Assembleias Legislativas Regionais, aos membros que integram Comitivas Oficiais de Representantes da Selecção Nacional (PS). Submetido à votação, foi aprovado por unanimidade. Srs. Deputados, vamos agora proceder à votação final global do texto final, apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias — Comissão que já há muito tempo está a merecer um elogio pelo trabalho realizado nestes últimos dias, necessariamente acumulado com o que já tinha feito antes —, relativo à proposta de lei n.º 79/VIII — Regime jurídico das acções encobertas para fins de prevenção e investigação criminal. Submetido à votação, foi aprovado, com votos a favor do PS, do PSD e do CDS-PP e votos contra do PCP, de Os Verdes e do BE. Vamos votar, também em votação final global, o texto final, apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, relativo à proposta
